exam_id,question_id,sample_id,basename,post_selection_source,cluster_id,cluster_size_raw,cosine_to_centroid,triggered_replacement,decision,decision_reason,randoms_in_cluster_before,rank_in_cluster_by_cosine
20240527-1328-161a-c2c0-676cb0382723,16,20240527-1328-161a-c2c0-676cb0382723/16/20240527-1328-161a-c2c0-676cb0382723_16_116.jpg,20240527-1328-161a-c2c0-676cb0382723_16_116.jpg,hard,cluster_4,3444,0.47623366117477417,False,keep,non_random_source=hard,,
20240527-1328-161a-c2c0-676cb0382723,16,20240527-1328-161a-c2c0-676cb0382723/16/20240527-1328-161a-c2c0-676cb0382723_16_131.jpg,20240527-1328-161a-c2c0-676cb0382723_16_131.jpg,diverse,cluster_8,2333,0.5401405692100525,False,keep,non_random_source=diverse,,
20240527-1328-161a-c2c0-676cb0382723,16,20240527-1328-161a-c2c0-676cb0382723/16/20240527-1328-161a-c2c0-676cb0382723_16_151.jpg,20240527-1328-161a-c2c0-676cb0382723_16_151.jpg,hard,cluster_8,2333,0.4656202495098114,False,keep,non_random_source=hard,,
20240527-1328-161a-c2c0-676cb0382723,16,20240527-1328-161a-c2c0-676cb0382723/16/20240527-1328-161a-c2c0-676cb0382723_16_91.jpg,20240527-1328-161a-c2c0-676cb0382723_16_91.jpg,diverse,cluster_4,3444,0.7155269384384155,False,keep,non_random_source=diverse,,
20240527-1328-161a-c2c0-676cb0382723,17,20240527-1328-161a-c2c0-676cb0382723/17/20240527-1328-161a-c2c0-676cb0382723_17_09.jpg,20240527-1328-161a-c2c0-676cb0382723_17_09.jpg,replacement,cluster_1,1389,0.6740351915359497,True,keep,non_random_source=replacement,,
20240527-1328-161a-c2c0-676cb0382723,17,20240527-1328-161a-c2c0-676cb0382723/17/20240527-1328-161a-c2c0-676cb0382723_17_138.jpg,20240527-1328-161a-c2c0-676cb0382723_17_138.jpg,hard,cluster_11,4191,0.596778929233551,True,keep,non_random_source=hard,,
20240527-1328-161a-c2c0-676cb0382723,17,20240527-1328-161a-c2c0-676cb0382723/17/20240527-1328-161a-c2c0-676cb0382723_17_144.jpg,20240527-1328-161a-c2c0-676cb0382723_17_144.jpg,diverse,cluster_1,1389,0.5814835429191589,True,keep,non_random_source=diverse,,
20240527-1328-161a-c2c0-676cb0382723,17,20240527-1328-161a-c2c0-676cb0382723/17/20240527-1328-161a-c2c0-676cb0382723_17_148.jpg,20240527-1328-161a-c2c0-676cb0382723_17_148.jpg,replacement,cluster_9,3636,0.5588749647140503,True,keep,non_random_source=replacement,,
20240527-1328-161a-c2c0-676cb0382723,17,20240527-1328-161a-c2c0-676cb0382723/17/20240527-1328-161a-c2c0-676cb0382723_17_194.jpg,20240527-1328-161a-c2c0-676cb0382723_17_194.jpg,diverse,cluster_9,3636,0.6825553178787231,True,keep,non_random_source=diverse,,
20240527-1328-161a-c2c0-676cb0382723,17,20240527-1328-161a-c2c0-676cb0382723/17/20240527-1328-161a-c2c0-676cb0382723_17_49.jpg,20240527-1328-161a-c2c0-676cb0382723_17_49.jpg,replacement,cluster_9,3636,0.7435497641563416,True,keep,non_random_source=replacement,,
20240527-1328-161a-c2c0-676cb0382723,17,20240527-1328-161a-c2c0-676cb0382723/17/20240527-1328-161a-c2c0-676cb0382723_17_79.jpg,20240527-1328-161a-c2c0-676cb0382723_17_79.jpg,replacement,cluster_1,1389,0.6229128837585449,True,keep,non_random_source=replacement,,
20240527-1328-161a-c2c0-676cb0382723,17,20240527-1328-161a-c2c0-676cb0382723/17/20240527-1328-161a-c2c0-676cb0382723_17_86.jpg,20240527-1328-161a-c2c0-676cb0382723_17_86.jpg,hard,cluster_11,4191,0.6848249435424805,True,keep,non_random_source=hard,,
20240527-1328-161a-c2c0-676cb0382723,18,20240527-1328-161a-c2c0-676cb0382723/18/20240527-1328-161a-c2c0-676cb0382723_18_115.jpg,20240527-1328-161a-c2c0-676cb0382723_18_115.jpg,hard,cluster_0,2169,0.7551108002662659,True,keep,non_random_source=hard,,
20240527-1328-161a-c2c0-676cb0382723,18,20240527-1328-161a-c2c0-676cb0382723/18/20240527-1328-161a-c2c0-676cb0382723_18_128.jpg,20240527-1328-161a-c2c0-676cb0382723_18_128.jpg,replacement,cluster_3,2444,0.6318726539611816,True,keep,non_random_source=replacement,,
20240527-1328-161a-c2c0-676cb0382723,18,20240527-1328-161a-c2c0-676cb0382723/18/20240527-1328-161a-c2c0-676cb0382723_18_13.jpg,20240527-1328-161a-c2c0-676cb0382723_18_13.jpg,hard,cluster_0,2169,0.6499523520469666,True,keep,non_random_source=hard,,
20240527-1328-161a-c2c0-676cb0382723,18,20240527-1328-161a-c2c0-676cb0382723/18/20240527-1328-161a-c2c0-676cb0382723_18_179.jpg,20240527-1328-161a-c2c0-676cb0382723_18_179.jpg,replacement,cluster_3,2444,0.5905863642692566,True,keep,non_random_source=replacement,,
20240527-1328-161a-c2c0-676cb0382723,18,20240527-1328-161a-c2c0-676cb0382723/18/20240527-1328-161a-c2c0-676cb0382723_18_51.jpg,20240527-1328-161a-c2c0-676cb0382723_18_51.jpg,replacement,cluster_3,2444,0.8649486899375916,True,keep,non_random_source=replacement,,
20240527-1328-161a-c2c0-676cb0382723,18,20240527-1328-161a-c2c0-676cb0382723/18/20240527-1328-161a-c2c0-676cb0382723_18_60.jpg,20240527-1328-161a-c2c0-676cb0382723_18_60.jpg,diverse,cluster_3,2444,0.8163550496101379,True,keep,non_random_source=diverse,,
20240527-1328-161a-c2c0-676cb0382723,18,20240527-1328-161a-c2c0-676cb0382723/18/20240527-1328-161a-c2c0-676cb0382723_18_68.jpg,20240527-1328-161a-c2c0-676cb0382723_18_68.jpg,replacement,cluster_3,2444,0.7911250591278076,True,keep,non_random_source=replacement,,
20240527-1328-161a-c2c0-676cb0382723,18,20240527-1328-161a-c2c0-676cb0382723/18/20240527-1328-161a-c2c0-676cb0382723_18_95.jpg,20240527-1328-161a-c2c0-676cb0382723_18_95.jpg,diverse,cluster_0,2169,0.4689515233039856,True,keep,non_random_source=diverse,,
20240527-1328-161a-c2c0-676cb0382723,19,20240527-1328-161a-c2c0-676cb0382723/19/20240527-1328-161a-c2c0-676cb0382723_19_05.jpg,20240527-1328-161a-c2c0-676cb0382723_19_05.jpg,hard,cluster_11,4191,0.33574092388153076,False,keep,non_random_source=hard,,
20240527-1328-161a-c2c0-676cb0382723,19,20240527-1328-161a-c2c0-676cb0382723/19/20240527-1328-161a-c2c0-676cb0382723_19_101.jpg,20240527-1328-161a-c2c0-676cb0382723_19_101.jpg,diverse,cluster_9,3636,0.6023958325386047,False,keep,non_random_source=diverse,,
20240527-1328-161a-c2c0-676cb0382723,19,20240527-1328-161a-c2c0-676cb0382723/19/20240527-1328-161a-c2c0-676cb0382723_19_78.jpg,20240527-1328-161a-c2c0-676cb0382723_19_78.jpg,diverse,cluster_9,3636,0.8118193745613098,False,keep,non_random_source=diverse,,
20240527-1328-161a-c2c0-676cb0382723,19,20240527-1328-161a-c2c0-676cb0382723/19/20240527-1328-161a-c2c0-676cb0382723_19_91.jpg,20240527-1328-161a-c2c0-676cb0382723_19_91.jpg,hard,cluster_1,1389,0.38960978388786316,False,keep,non_random_source=hard,,
20240529-0315-024e-6c33-50e02f788585,%e4%ba%8c.15,20240529-0315-024e-6c33-50e02f788585/%e4%ba%8c.15/20240529-0315-024e-6c33-50e02f788585_%e4%ba%8c.15_160.jpg,20240529-0315-024e-6c33-50e02f788585_%e4%ba%8c.15_160.jpg,hard,cluster_6,3834,0.7948293089866638,False,keep,non_random_source=hard,,
20240529-0315-024e-6c33-50e02f788585,%e4%ba%8c.15,20240529-0315-024e-6c33-50e02f788585/%e4%ba%8c.15/20240529-0315-024e-6c33-50e02f788585_%e4%ba%8c.15_190.jpg,20240529-0315-024e-6c33-50e02f788585_%e4%ba%8c.15_190.jpg,diverse,cluster_6,3834,0.6616909503936768,False,keep,non_random_source=diverse,,
20240529-0315-024e-6c33-50e02f788585,%e4%ba%8c.15,20240529-0315-024e-6c33-50e02f788585/%e4%ba%8c.15/20240529-0315-024e-6c33-50e02f788585_%e4%ba%8c.15_33.jpg,20240529-0315-024e-6c33-50e02f788585_%e4%ba%8c.15_33.jpg,hard,cluster_6,3834,0.7651048898696899,False,keep,non_random_source=hard,,
20240529-0315-024e-6c33-50e02f788585,%e4%ba%8c.15,20240529-0315-024e-6c33-50e02f788585/%e4%ba%8c.15/20240529-0315-024e-6c33-50e02f788585_%e4%ba%8c.15_90.jpg,20240529-0315-024e-6c33-50e02f788585_%e4%ba%8c.15_90.jpg,diverse,cluster_6,3834,0.808383584022522,False,keep,non_random_source=diverse,,
20240529-0315-024e-6c33-50e02f788585,%e4%ba%8c.16,20240529-0315-024e-6c33-50e02f788585/%e4%ba%8c.16/20240529-0315-024e-6c33-50e02f788585_%e4%ba%8c.16_115.jpg,20240529-0315-024e-6c33-50e02f788585_%e4%ba%8c.16_115.jpg,diverse,cluster_8,2333,0.6189855933189392,False,keep,non_random_source=diverse,,
20240529-0315-024e-6c33-50e02f788585,%e4%ba%8c.16,20240529-0315-024e-6c33-50e02f788585/%e4%ba%8c.16/20240529-0315-024e-6c33-50e02f788585_%e4%ba%8c.16_122.jpg,20240529-0315-024e-6c33-50e02f788585_%e4%ba%8c.16_122.jpg,hard,cluster_8,2333,0.539879560470581,False,keep,non_random_source=hard,,
20240529-0315-024e-6c33-50e02f788585,%e4%ba%8c.16,20240529-0315-024e-6c33-50e02f788585/%e4%ba%8c.16/20240529-0315-024e-6c33-50e02f788585_%e4%ba%8c.16_143.jpg,20240529-0315-024e-6c33-50e02f788585_%e4%ba%8c.16_143.jpg,hard,cluster_8,2333,0.6654964089393616,False,keep,non_random_source=hard,,
20240529-0315-024e-6c33-50e02f788585,%e4%ba%8c.16,20240529-0315-024e-6c33-50e02f788585/%e4%ba%8c.16/20240529-0315-024e-6c33-50e02f788585_%e4%ba%8c.16_175.jpg,20240529-0315-024e-6c33-50e02f788585_%e4%ba%8c.16_175.jpg,diverse,cluster_4,3444,0.7382763624191284,False,keep,non_random_source=diverse,,
20240529-0315-024e-6c33-50e02f788585,%e4%ba%8c.17,20240529-0315-024e-6c33-50e02f788585/%e4%ba%8c.17/20240529-0315-024e-6c33-50e02f788585_%e4%ba%8c.17_121.jpg,20240529-0315-024e-6c33-50e02f788585_%e4%ba%8c.17_121.jpg,hard,cluster_11,4191,0.8636990785598755,False,keep,non_random_source=hard,,
20240529-0315-024e-6c33-50e02f788585,%e4%ba%8c.17,20240529-0315-024e-6c33-50e02f788585/%e4%ba%8c.17/20240529-0315-024e-6c33-50e02f788585_%e4%ba%8c.17_153.jpg,20240529-0315-024e-6c33-50e02f788585_%e4%ba%8c.17_153.jpg,hard,cluster_11,4191,0.8635924458503723,False,keep,non_random_source=hard,,
20240529-0315-024e-6c33-50e02f788585,%e4%ba%8c.17,20240529-0315-024e-6c33-50e02f788585/%e4%ba%8c.17/20240529-0315-024e-6c33-50e02f788585_%e4%ba%8c.17_31.jpg,20240529-0315-024e-6c33-50e02f788585_%e4%ba%8c.17_31.jpg,diverse,cluster_11,4191,0.8720148801803589,False,keep,non_random_source=diverse,,
20240529-0315-024e-6c33-50e02f788585,%e4%ba%8c.17,20240529-0315-024e-6c33-50e02f788585/%e4%ba%8c.17/20240529-0315-024e-6c33-50e02f788585_%e4%ba%8c.17_47.jpg,20240529-0315-024e-6c33-50e02f788585_%e4%ba%8c.17_47.jpg,diverse,cluster_9,3636,0.6770887970924377,False,keep,non_random_source=diverse,,
20240529-0315-024e-6c33-50e02f788585,%e4%ba%8c.18,20240529-0315-024e-6c33-50e02f788585/%e4%ba%8c.18/20240529-0315-024e-6c33-50e02f788585_%e4%ba%8c.18_111.jpg,20240529-0315-024e-6c33-50e02f788585_%e4%ba%8c.18_111.jpg,hard,cluster_0,2169,0.6863988041877747,False,keep,non_random_source=hard,,
20240529-0315-024e-6c33-50e02f788585,%e4%ba%8c.18,20240529-0315-024e-6c33-50e02f788585/%e4%ba%8c.18/20240529-0315-024e-6c33-50e02f788585_%e4%ba%8c.18_30.jpg,20240529-0315-024e-6c33-50e02f788585_%e4%ba%8c.18_30.jpg,hard,cluster_0,2169,0.6908234357833862,False,keep,non_random_source=hard,,
20240529-0315-024e-6c33-50e02f788585,%e4%ba%8c.18,20240529-0315-024e-6c33-50e02f788585/%e4%ba%8c.18/20240529-0315-024e-6c33-50e02f788585_%e4%ba%8c.18_36.jpg,20240529-0315-024e-6c33-50e02f788585_%e4%ba%8c.18_36.jpg,diverse,cluster_3,2444,0.7483364343643188,False,keep,non_random_source=diverse,,
20240529-0315-024e-6c33-50e02f788585,%e4%ba%8c.18,20240529-0315-024e-6c33-50e02f788585/%e4%ba%8c.18/20240529-0315-024e-6c33-50e02f788585_%e4%ba%8c.18_82.jpg,20240529-0315-024e-6c33-50e02f788585_%e4%ba%8c.18_82.jpg,diverse,cluster_0,2169,0.7746263146400452,False,keep,non_random_source=diverse,,
20240529-0315-024e-6c33-50e02f788585,%e4%ba%8c.19,20240529-0315-024e-6c33-50e02f788585/%e4%ba%8c.19/20240529-0315-024e-6c33-50e02f788585_%e4%ba%8c.19_14.jpg,20240529-0315-024e-6c33-50e02f788585_%e4%ba%8c.19_14.jpg,diverse,cluster_10,2055,0.7562476396560669,False,keep,non_random_source=diverse,,
20240529-0315-024e-6c33-50e02f788585,%e4%ba%8c.19,20240529-0315-024e-6c33-50e02f788585/%e4%ba%8c.19/20240529-0315-024e-6c33-50e02f788585_%e4%ba%8c.19_21.jpg,20240529-0315-024e-6c33-50e02f788585_%e4%ba%8c.19_21.jpg,hard,cluster_10,2055,0.5207595825195312,False,keep,non_random_source=hard,,
20240529-0315-024e-6c33-50e02f788585,%e4%ba%8c.19,20240529-0315-024e-6c33-50e02f788585/%e4%ba%8c.19/20240529-0315-024e-6c33-50e02f788585_%e4%ba%8c.19_39.jpg,20240529-0315-024e-6c33-50e02f788585_%e4%ba%8c.19_39.jpg,hard,cluster_10,2055,0.673893928527832,False,keep,non_random_source=hard,,
20240529-0315-024e-6c33-50e02f788585,%e4%ba%8c.19,20240529-0315-024e-6c33-50e02f788585/%e4%ba%8c.19/20240529-0315-024e-6c33-50e02f788585_%e4%ba%8c.19_44.jpg,20240529-0315-024e-6c33-50e02f788585_%e4%ba%8c.19_44.jpg,diverse,cluster_4,3444,0.5992116332054138,False,keep,non_random_source=diverse,,
20240530-0534-44f4-2dcf-0bc7d2998193,15,20240530-0534-44f4-2dcf-0bc7d2998193/15/20240530-0534-44f4-2dcf-0bc7d2998193_15_106.jpg,20240530-0534-44f4-2dcf-0bc7d2998193_15_106.jpg,diverse,cluster_11,4191,0.7695485353469849,False,keep,non_random_source=diverse,,
20240530-0534-44f4-2dcf-0bc7d2998193,15,20240530-0534-44f4-2dcf-0bc7d2998193/15/20240530-0534-44f4-2dcf-0bc7d2998193_15_129.jpg,20240530-0534-44f4-2dcf-0bc7d2998193_15_129.jpg,diverse,cluster_7,2261,0.6830461621284485,False,keep,non_random_source=diverse,,
20240530-0534-44f4-2dcf-0bc7d2998193,15,20240530-0534-44f4-2dcf-0bc7d2998193/15/20240530-0534-44f4-2dcf-0bc7d2998193_15_38.jpg,20240530-0534-44f4-2dcf-0bc7d2998193_15_38.jpg,hard,cluster_11,4191,0.7222181558609009,False,keep,non_random_source=hard,,
20240530-0534-44f4-2dcf-0bc7d2998193,15,20240530-0534-44f4-2dcf-0bc7d2998193/15/20240530-0534-44f4-2dcf-0bc7d2998193_15_46.jpg,20240530-0534-44f4-2dcf-0bc7d2998193_15_46.jpg,hard,cluster_11,4191,0.771388053894043,False,keep,non_random_source=hard,,
20240530-0534-44f4-2dcf-0bc7d2998193,16,20240530-0534-44f4-2dcf-0bc7d2998193/16/20240530-0534-44f4-2dcf-0bc7d2998193_16_129.jpg,20240530-0534-44f4-2dcf-0bc7d2998193_16_129.jpg,replacement,cluster_2,2092,0.6712431311607361,True,keep,non_random_source=replacement,,
20240530-0534-44f4-2dcf-0bc7d2998193,16,20240530-0534-44f4-2dcf-0bc7d2998193/16/20240530-0534-44f4-2dcf-0bc7d2998193_16_164.jpg,20240530-0534-44f4-2dcf-0bc7d2998193_16_164.jpg,replacement,cluster_2,2092,0.6722612380981445,True,keep,non_random_source=replacement,,
20240530-0534-44f4-2dcf-0bc7d2998193,16,20240530-0534-44f4-2dcf-0bc7d2998193/16/20240530-0534-44f4-2dcf-0bc7d2998193_16_167.jpg,20240530-0534-44f4-2dcf-0bc7d2998193_16_167.jpg,hard,cluster_5,2606,0.8260716795921326,True,keep,non_random_source=hard,,
20240530-0534-44f4-2dcf-0bc7d2998193,16,20240530-0534-44f4-2dcf-0bc7d2998193/16/20240530-0534-44f4-2dcf-0bc7d2998193_16_176.jpg,20240530-0534-44f4-2dcf-0bc7d2998193_16_176.jpg,replacement,cluster_2,2092,0.6675993204116821,True,keep,non_random_source=replacement,,
20240530-0534-44f4-2dcf-0bc7d2998193,16,20240530-0534-44f4-2dcf-0bc7d2998193/16/20240530-0534-44f4-2dcf-0bc7d2998193_16_190.jpg,20240530-0534-44f4-2dcf-0bc7d2998193_16_190.jpg,hard,cluster_5,2606,0.8607871532440186,True,keep,non_random_source=hard,,
20240530-0534-44f4-2dcf-0bc7d2998193,16,20240530-0534-44f4-2dcf-0bc7d2998193/16/20240530-0534-44f4-2dcf-0bc7d2998193_16_21.jpg,20240530-0534-44f4-2dcf-0bc7d2998193_16_21.jpg,replacement,cluster_5,2606,0.7977972030639648,True,keep,non_random_source=replacement,,
20240530-0534-44f4-2dcf-0bc7d2998193,16,20240530-0534-44f4-2dcf-0bc7d2998193/16/20240530-0534-44f4-2dcf-0bc7d2998193_16_89.jpg,20240530-0534-44f4-2dcf-0bc7d2998193_16_89.jpg,diverse,cluster_2,2092,0.6580920219421387,True,keep,non_random_source=diverse,,
20240530-0534-44f4-2dcf-0bc7d2998193,16,20240530-0534-44f4-2dcf-0bc7d2998193/16/20240530-0534-44f4-2dcf-0bc7d2998193_16_91.jpg,20240530-0534-44f4-2dcf-0bc7d2998193_16_91.jpg,diverse,cluster_5,2606,0.8170890808105469,True,keep,non_random_source=diverse,,
20240530-0534-44f4-2dcf-0bc7d2998193,17,20240530-0534-44f4-2dcf-0bc7d2998193/17/20240530-0534-44f4-2dcf-0bc7d2998193_17_06.jpg,20240530-0534-44f4-2dcf-0bc7d2998193_17_06.jpg,hard,cluster_6,3834,0.7917717099189758,False,keep,non_random_source=hard,,
