题目名,Question,Answer,Student_1,Student_2,Student_3,Student_4,Student_5,Student_6,Student_7,Student_8,Student_9,Student_10,Label_level_1,Label_level_2
20240529-0315-024e-6c33-50e02f788585_%e4%ba%8c.19,"19. （本题17分）对于数列$\{a_n\},\{b_n\}$，如果存在正整数$n_0\geq 3$，当任意正整数$n\leq n_0$时均有
$$b_1 < a_1 < b_2 < a_2 < \dots < a_{n-1} < b_n < a_n,$$
则称$\{a_n\}$为$\{b_n\}$的“$n_0$项递增相伴数列”。若$n_0$可取任意的正整数，则称$\{a_n\}$为$\{b_n\}$的“无限递增相伴数列”。

（1）已知$b_n=2^n$，请写出一个数列$\{b_n\}$的“无限递增相伴数列$\{a_n\}$”，并说明理由？

（2）若$\{a_n\},\{b_n\}$满足$a_n + b_n = 6n-2$，其中$\{b_n\}$是首项$b_1=1$的等差数列，当$\{a_n\}$为$\{b_n\}$的“无限递增相伴数列”时，求$\{a_n\}$的通项公式；

（3）已知等差数列$\{b_n\}$和正整数等比数列$\{a_n\}$满足：$a_n = k^{2024-n}(k+1)^{n-1}\ (n=1,2,\dots,2024)$，其中$k$是正整数，求证：存在正整数$k$，使得$\{a_n\}$为$\{b_n\}$的“2024项递增相伴数列”。","19、（1）$a_n=2^n+1$（答案不唯一）…………（4分）

（2）$\because a_n+b_n=6n-2$，$\therefore a_1+b_1=4$，$a_2+b_2=10$

设$b_2=t$，$\therefore b_n=1+(n-1)(t-1)$
$$a_n=3+(n-1)(7-t)$$

当$\{a_n\}$为$\{b_n\}$的“无限递增相伴数列”时$b_n<a_n<b_{n+1}$对任意$n\in N^+$恒成立

$$\therefore 1+(n-1)(t-1)<3+(n-1)(7-t)<1+n(t-1)$$

$$\therefore \begin{cases} t<\dfrac{4n-3}{n-1} \\ t>\dfrac{8n-5}{2n-1} \end{cases} \quad (n\geq 2)$$

$\therefore t=4$

$\therefore a_n=3n$…………（10分）

（3）证明：取$b_{2024}=a_{2024}-1,b_{2023}=a_{2023}-1$，若存在这样的正整数$k$使得
$$b_1<k^{2023}<b_2<k^{2022}(k+1)<b_3<k^{2021}(k+1)^2<\cdots<b_{2023}<k(k+1)^{2022}<b_{2024}<(k+1)^{2023}$$
成立，
所以$d=b_{2024}-b_{2023}=a_{2024}-a_{2023}=(k+1)^{2023}-k(k+1)^{2022}=(k+1)^{2022}$，
由$a_n=k^{2024-n}(k+1)^{n-1}(n=1,2,\cdots,2024)$，得

$$a_{n+1}-a_n=k^{2024-n-1}(k+1)^n -k^{2024-n}(k+1)^{n-1}=k^{2023-n}(k+1)^{n-1}<(k+1)^{2022}=d,$$
于是$a_n=a_{2024}+(a_{2023}-a_{2024})+\cdots+(a_n-a_{n-1})>b_{2024}-(2024-n)d=b_n(1\leq n\leq 2023)$，
又因为$b_{2024}=a_{2024}-1<a_{2024}$，所以当$n=1,2,\cdots,2024$时，$b_n<a_n$，
而$n\geq 2$时，$a_n=a_1+(a_2-a_1)+\cdots+(a_n-a_{n-1})<b_2+(n-1)d=b_{n+1}$，
所以$b_2<a_2<b_3<a_3<\cdots<b_{2024}<a_{2024}$，最后说明存在正整数$k$使得$a_1<b_2$，
由$b_2=b_{2024}-2022d=(k+1)^{2023}-1-2022(k+1)^{2022}=(k+1)^{2022}(k-2021)-1>k^{2023}$，
上式对于充分大的$k$成立，即总存在满足条件的正整数$k$

（原题答案）注意到指数增长的速度大于线性增长，因此，不存在由正整数组成的递增的无穷等差数列$\{a_n\}$和等比数列$\{b_n\}$，使得对于任意给定正整数$n$，都有$a_n>b_n$，本题讨论的是有穷数列，其构造思路是让$\{b_n\}$的公比尽量靠近$1$，但相邻两项之间又有足够空间

构造：
$$b_1=x^n,\ b_2=x^{n-1}(1+x),\cdots,\ b_n=x(1+x)^{n-1};$$
$$a_m=x^{n-1}(1+x)-1+(m-1)x^{n-1},m=1,2,\cdots,n.$$

需证明：存在正整数$x$使得$b_1<a_1<b_2<a_2<\cdots<a_{n-1}<b_n<a_n$成立.

一方面：对$1\leq m\leq n$，由于$a_m=x^n-1+mx^{n-1},m=1,2,\cdots,n$。故当$x>1$时，都有
$$a_m>x^n,\text{因此}a_{m+1}=a_m+x^{n-1}<a_m+\frac{a_m}{x}=a_m(1+\frac{1}{x}),$$
结合$a_1=b_2-1<b_2$以及$\{b_n\}$是以$1+\dfrac{1}{x}$为公比的等比数列，知：$a_m<b_{m+1}(1\leq m\leq n-1)$…………（13分）

另一方面：我们证明存在正整数$x$，使得$1\leq m\leq n$，都有$b_m<a_m$.
$$
\begin{aligned}
b_m<a_m &\iff x^{n-m+1}(1+x)^{m-1}<x^n-1+mx^{n-1} \\
&\iff x^n+C_{m-1}^{m-2}x^{n-1}+C_{m-1}^{m-3}x^{n-2}+\cdots+C_{m-1}^0x^{n-m+1}<x^n-1+mx^{n-1} \\
&\iff C_{m-1}^{m-3}x^{n-2}+\cdots+C_{m-1}^0x^{n-m+1}<x^{n-1}-1 \\
&\iff x(C_{m-1}^{m-3}x^{n-3}+\cdots+C_{m-1}^0x^{n-m})<x^{n-1}-1
\end{aligned}
$$
上式左边是关于$x$的$n-2$次多项式，右边是关于$x$的$n-1$次多项式，所以$x$充分大时必成立，

证毕！…………（17分）",,,,,,,,,,,函数,数列
20250912-0723-5526-e880-1638d5001195_%e4%ba%8c.15,"15.（13分）已知公差不为0的等差数列$\{a_n\}$的前$n$项和为$S_n$，$S_3=a_4+6$，且$a_1,a_4,a_{13}$成等比数列.

(1) 求数列$\{a_n\}$的通项公式；

(2) 求数列$\left\{\frac{1}{S_n}\right\}$的前$n$项和公式.","15. (13 分)【答案】(1) $a_n=2n+1$；(2) $T_n=\dfrac{3n^2+5n}{4(n+1)(n+2)}$.

【解析】
(1) 设等差数列 $\{a_n\}$ 的公差为 $d\neq 0$.
因为 $S_3=a_4+6$，
所以 $3a_1+\dfrac{3\times 2}{2}d=a_1+3d+6$. ①
因为 $a_1,a_4,a_{13}$ 成等比数列，
所以 $a_1(a_1+12d)=(a_1+3d)^2$. ②
由①, ②可得: $a_1=3,d=2$.
所以 $a_n=2n+1$.

(2) 由 $a_n=2n+1$ 可知: $S_n=\dfrac{(3+2n+1)\cdot n}{2}=n^2+2n$
所以 $\dfrac{1}{S_n}=\dfrac{1}{n(n+2)}=\dfrac{1}{2}\left(\dfrac{1}{n}-\dfrac{1}{n+2}\right)$
所以
$$
\begin{aligned}
&\dfrac{1}{S_1}+\dfrac{1}{S_2}+\dfrac{1}{S_3}+\cdots+\dfrac{1}{S_{n-1}}+\dfrac{1}{S_n}\\
=&\dfrac{1}{2}\left(\dfrac{1}{1}-\dfrac{1}{3}+\dfrac{1}{2}-\dfrac{1}{4}+\dfrac{1}{3}-\dfrac{1}{5}+\cdots+\dfrac{1}{n-1}-\dfrac{1}{n+1}+\dfrac{1}{n}-\dfrac{1}{n+2}\right)
\end{aligned}
$$

$$
=\dfrac{1}{2}\left(\dfrac{1}{1}+\dfrac{1}{2}-\dfrac{1}{n+1}-\dfrac{1}{n+2}\right)=\dfrac{3n^2+5n}{4(n+1)(n+2)}.
$$
所以数列 $\left\{\dfrac{1}{S_n}\right\}$ 的前 $n$ 项和为 $T_n=\dfrac{3n^2+5n}{4(n+1)(n+2)}$.",,,,,,,,,,,函数,数列
20250225-1206-579f-9e1b-6ca63e934625_16,"16. (15分)

如图, 在直三棱柱$ABC-A_{1}B_{1}C_{1}$中, $AB=AC=2\sqrt{3}$, $\angle BAC=120^{\circ}$, $D$为$AA_{1}$的中点, $E$为$BC_{1}$的中点.

(1) 证明: $DE \perp$ 平面$B_{1}BCC_{1}$;

(2) 若$BB_{1}=6$, 求直线$A_{1}B$与平面$DBC_{1}$所成角的正弦值.

(第16题图)",,,,,,,,,,,,几何与代数,空间向量与立体几何
20250903-1336-5488-d68d-1fe9c9911732_16,"16.（15分）
已知$ABCD-A_{1}B_{1}C_{1}D_{1}$是正四棱柱．

（1）证明：平面$ACD_{1}\perp$平面$BDD_{1}B_{1}$；

（2）若$AB=1$，$AA_{1}=2$，求平面$ACD_{1}$与平面$ABB_{1}A_{1}$夹角的余弦值．","16.（15分）

解：（1）由题意，$DD_1 \perp$ 平面 $ABCD$，因为 $AC \subset$ 平面 $ABCD$，

所以 $DD_1 \perp AC$，在正方形 $ABCD$ 中，$AC \perp BD$，

因为 $BD,DD_1 \subset$ 平面 $BB_1D_1D$ 且 $BD \cap DD_1 = D$，所以 $AC \perp$ 平面 $BB_1D_1D$，

又 $AC \subset$ 平面 $ACD_1$，所以有平面 $ACD_1 \perp$ 平面 $BB_1D_1D$。

（2）以 $D$ 为坐标原点，$\overrightarrow{DA},\overrightarrow{DC},\overrightarrow{DD_1}$ 为 $x,y,z$ 轴建立直角坐标系，

所以有 $D(0,0,0),A(1,0,0),C(0,1,0),D_1(0,0,2)$，则有 $\overrightarrow{AD_1}=(-1,0,2)$，$\overrightarrow{AC}=(-1,1,0)$，

设平面 $ACD_1$ 的法向量为 $\overrightarrow{n_1}=(x,y,z)$，则有
$$
\begin{cases}
\overrightarrow{AD_1} \cdot \overrightarrow{n_1} = 0 \\
\overrightarrow{AC} \cdot \overrightarrow{n_1} = 0
\end{cases}
\Rightarrow
\begin{cases}
-x+2z=0 \\
-x+y=0
\end{cases},
$$
取法向量为 $\overrightarrow{n_1}=(2,2,1)$，

又平面 $ABB_1A_1$ 的法向量 $\overrightarrow{n_2}=(1,0,0)$，

所以平面 $ACD_1$ 与平面 $ABB_1A_1$ 夹角 $\theta$ 的余弦值为 $\cos\theta=|\cos<\overrightarrow{n_1},\overrightarrow{n_2}>|=\dfrac{2}{3}$。
$\cdots\cdots$15分",,,,,,,,,,,几何与代数,空间向量与立体几何
20250829-0943-432b-04de-e316f5467146_19,"19.设函数 $f(x)=ax^2+(1-a)x+a-2(a\in \mathrm{R})$。

(1)若 $a=-2$，求 $f(x)<0$ 的解集；

(2)若不等式 $f(x)\geq 2x-3$ 对一切实数 $x>1$ 恒成立，求 $a$ 的取值范围；

(3)解关于 $x$ 的不等式：$f(x)<a-1$。",,,,,,,,,,,,预备知识,一元二次函数、方程与不等式
20250904-0321-09d8-4883-11af53938495_16,"16.（15分）

已知函数$f(x)=1-2\ln x-\frac{a}{x^2}(a>0)$.

（1）当$a=4$时，求函数$f(x)$在点$(1,f(1))$处的切线方程；

（2）设函数$f(x)$的极大值为$M(a)$，求证：$M(a)+1\le \frac{1}{a}$.","16.（1）当$a=4$时，$f(x)=1-2\ln x-\frac{4}{x^2}$，则$f'(x)=-\frac{2}{x}+\frac{8}{x^3}=\frac{8-2x^2}{x^3}$，则
$f(1)=-3,f'(1)=6$.

所以函数$f(x)$在点$(1,f(1))$处的切线方程为$y+3=6(x-1)$，即$6x-y-9=0$.

（2）$f(x)$的极大值$M(a)=f(\sqrt{a})=-\ln a$.

证明：略",,,,,,,,,,,函数,一元函数导数及其应用
20250917-1206-23a2-8f6e-972b5b337375_16,"16. 设$S_n$为数列$\{a_n\}$的前$n$项和，已知$a_2=1,2S_n=na_n$。

(1)求$\{a_n\}$的通项公式；

(2)求数列$\left\{\frac{a_{n+1}}{2^n}\right\}$的前$n$项和$T_n$。","16. (1) $a_n = n-1$
(2) $T_n = 2 - (2+n)\left(\frac{1}{2}\right)^n$",,,,,,,,,,,函数,数列
20250917-1206-23a2-8f6e-972b5b337375_17,"17. 在四棱锥$Q-ABCD$中，底面$ABCD$是正方形，若$AD=2,QD=QA=\sqrt{5},QC=3$。

（1）证明：平面$QAD\perp$平面$ABCD$；

（2）求二面角$B-QD-A$的平面角的余弦值。","17.（1）证明见解析；（2）$\dfrac{2}{3}$。

（2）在平面$ABCD$内，过$O$作$OT\parallel CD$，交$BC$于$T$，则$OT\perp AD$，结合（1）中的$QO\perp$平面$ABCD$，故可建如图所示的空间坐标系。

则$D(0,1,0),Q(0,0,2),B(2,-1,0)$，故$\overrightarrow{BQ}=(-2,1,2),\overrightarrow{BD}=(-2,2,0)$。

设平面$QBD$的法向量$\vec{n}=(x,y,z)$，
则$\begin{cases}\vec{n}\cdot\overrightarrow{BQ}=0\\\vec{n}\cdot\overrightarrow{BD}=0\end{cases}$即$\begin{cases}-2x+y+2z=0\\-2x+2y=0\end{cases}$，取$x=1$，则$y=1,z=\dfrac{1}{2}$，
故$\vec{n}=\left(1,1,\dfrac{1}{2}\right)$。

而平面$QAD$的法向量为$\vec{m}=(1,0,0)$，故$\cos\langle\vec{m},\vec{n}\rangle=\dfrac{1}{1\times\dfrac{3}{2}}=\dfrac{2}{3}$。

二面角$B-QD-A$的平面角为锐角，故其余弦值为$\dfrac{2}{3}$。",,,,,,,,,,,几何与代数,空间向量与立体几何
20250906-0057-2468-ab37-0e47ba776166_%e4%ba%8c.19,"19. 已知函数 $f(x)=\frac{\ln x+1}{x}$，$g(x)=\mathrm{e}^x-1$。

(1) 求曲线 $y=f(x)$ 在点 $(1,f(1))$ 处的切线方程；

(2) 证明：$f(x)\le g(x)$。","19. (1) $y=1$；

(2) 证明见解析.

【分析】（1）求出函数$f(x)$的导数，利用导数的几何意义求出切线方程.
（2）等价变形不等式，构造函数$h(x)=x\mathrm{e}^{x}-x-\ln x-1$，利用导数探讨并求出最小值即可.

【详解】（1）函数$f(x)=\dfrac{\ln x+1}{x}$，求导得$f'(x)=\dfrac{-\ln x}{x^2}$，则$f'(1)=0$，而$f(1)=1$，
所以曲线$y=f(x)$在点$(1,f(1))$处的切线方程为$y=1$.

（2）不等式$f(x)\leq g(x)\Leftrightarrow \dfrac{\ln x+1}{x}\leq \mathrm{e}^x-1\Leftrightarrow x\mathrm{e}^x-x-\ln x-1\geq 0$，
令函数$h(x)=x\mathrm{e}^x-x-\ln x-1$，求导得$h'(x)=(x+1)\mathrm{e}^x-1-\dfrac{1}{x}=(x+1)(\mathrm{e}^x-\dfrac{1}{x})$，
而$x>0$，函数$y=\mathrm{e}^x,y=-\dfrac{1}{x}$在$(0,+\infty)$上都单调递增，函数$\varphi(x)=\mathrm{e}^x-\dfrac{1}{x}$在$(0,+\infty)$上单调递增，
而$\varphi(\dfrac{1}{2})=\sqrt{\mathrm{e}}-2<0,\varphi(1)=\mathrm{e}-1>0$，则存在$x_0\in(\dfrac{1}{2},1)$，使得$\varphi(x_0)=0$，即$\mathrm{e}^{x_0}=\dfrac{1}{x_0}$，$x_0=-\ln x_0$，
当$0<x<x_0$时，$\varphi(x)<0$，即$h'(x)<0$；当$x>x_0$时，$\varphi(x)>0$，即$h'(x)>0$，
因此函数$h(x)$在$(0,x_0)$上单调递减，在$(x_0,+\infty)$上单调递增，
则$h(x)\geq h(x_0)=x_0\mathrm{e}^{x_0}-x_0-\ln x_0-1=0$，所以$f(x)\leq g(x)$.",,,,,,,,,,,函数,一元函数导数及其应用
20240527-1328-161a-c2c0-676cb0382723_15,"15. (本小题13分)

正方体$ABCD-A_{1}B_{1}C_{1}D_{1}$的棱长为2，$P$是线段$A_{1}B$上的动点.

（1）求证：平面$BDD_{1}B_{1} \perp$平面$A_{1}BC_{1}$；

（2）$PB_{1}$与平面$A_{1}BC_{1}$所成的角的正弦值为$\frac{\sqrt{6}}{3}$，求$PB$的长.","15.【答案解析】

（1）证明：由题，$DD_1 \perp$ 面$A_1B_1C_1D_1$，四边形$A_1B_1C_1D_1$为正方形，

所以$A_1C_1 \perp B_1D_1, A_1C_1 \perp DD_1$，而$B_1D_1 \cap DD_1 = D_1, B_1D_1 \subset$ 面$BDD_1B_1$，$DD_1 \subset$ 面$BDD_1B_1$，所以$A_1C_1 \perp$ 面$BDD_1B_1$，而$A_1C_1 \subset$ 面$A_1BC_1$，所以平面$BDD_1B_1 \perp$ 平面$A_1BC_1$。
\hfill $\cdots\cdots$6分

（2）设$B_1$在面$A_1BC_1$上的射影点为$E$，连接$EP, EB_1$，

$$S_{\triangle A_1BC_1} = \frac{\sqrt{3}}{4} \times 2\sqrt{2} \times 2\sqrt{2} = 2\sqrt{3},$$

$$V_{B_1-A_1BC_1} = V_{B-A_1B_1C_1},\ \text{即}\ \frac{1}{3} \times 2\sqrt{3} \times EB_1 = \frac{1}{3} \times \frac{1}{2} \times 2 \times 2 \times 2,\ \text{得}\ EB_1 = \frac{2\sqrt{3}}{3},$$

设$PB_1$与平面$A_1BC_1$所成的角的大小为$\theta$，则

$$\sin\theta = \frac{\sqrt{6}}{3} = \frac{EB_1}{PB_1} = \frac{\frac{2\sqrt{3}}{3}}{PB_1},$$

所以$PB_1 = \sqrt{2}$，在$\triangle BPB_1$中，由余弦定理得，

$$PB_1^2 = BB_1^2 + PB^2 - 2BB_1 \times PB \times \cos\frac{\pi}{4},$$

即$2 = 4 + PB^2 - 2\sqrt{2}PB$，解得$PB = \sqrt{2}$。
\hfill $\cdots\cdots$13分",,,,,,,,,,,几何与代数,立体几何初步
20250913-0821-097b-0e63-d8dfb5016574_%e4%b8%80.16,"16.（本题15分）

（1）化简$f(\alpha)=\frac{\sin(2\pi-\alpha)\cos(\frac{\pi}{2}+\alpha)}{\cos(-\frac{\pi}{2}+\alpha)\tan(\pi+\alpha)}$，并求$f(\frac{\pi}{3})$。

（2）若$\tan\alpha=2$，求$4\sin^{2}\alpha-3\sin\alpha\cos\alpha-5\cos^{2}\alpha$的值。

（3）已知$\cos(\alpha+\frac{\pi}{6})=\frac{\sqrt{3}}{4},0<\alpha<\pi$，则$\sin(\frac{5\pi}{6}-\alpha)$的值。","16. （1）$\frac{1}{2}$；（2）$1$；（3）$\frac{\sqrt{13}}{4}$

【详解】（1）因为
$$
f(\alpha)=\frac{\sin(2\pi-\alpha)\cos\left(\frac{\pi}{2}+\alpha\right)}{\cos\left(-\frac{\pi}{2}+\alpha\right)\tan(\pi+\alpha)}=\frac{-\sin\alpha(-\sin\alpha)}{\sin\alpha\tan\alpha}=\cos\alpha,
$$
则$f\left(\frac{\pi}{3}\right)=\cos\frac{\pi}{3}=\frac{1}{2}$；

（2）因为
$$
4\sin^2\alpha-3\sin\alpha\cos\alpha-5\cos^2\alpha=\frac{4\sin^2\alpha-3\sin\alpha\cos\alpha-5\cos^2\alpha}{\sin^2\alpha+\cos^2\alpha}=\frac{4\tan^2\alpha-3\tan\alpha-5}{\tan^2\alpha+1}=\frac{4\times2^2-3\times2-5}{2^2+1}=1;
$$

（3）
$$
\sin\left(\frac{5\pi}{6}-\alpha\right)=\sin\left[-\left(\alpha+\frac{\pi}{6}\right)+\pi\right]=\sin\left(\alpha+\frac{\pi}{6}\right),\quad \frac{\pi}{6}<\alpha+\frac{\pi}{6}<\frac{7\pi}{6},\cos\left(\alpha+\frac{\pi}{6}\right)=\frac{\sqrt{3}}{4}>0,\quad \frac{\pi}{6}<\alpha+\frac{\pi}{6}<\frac{\pi}{2},
$$
$$
\sin\left(\alpha+\frac{\pi}{6}\right)>0,\sin\left(\alpha+\frac{\pi}{6}\right)=\frac{\sqrt{13}}{4}
$$",,,,,,,,,,,函数,三角函数
20240527-0257-25e8-3008-c6addc717258_15,"15.（13分）
如图，在平面四边形$ABCD$中，$BC\perp CD$，$AB=BC=\sqrt{2}$，$\angle ABC=\theta$，$120^{\circ}\leq\theta<180^{\circ}$。

(1)若$\theta=120^{\circ}$，$AD=3$，求$\angle ADC$的大小；

(2)若$CD=\sqrt{6}$，求四边形$ABCD$面积的最大值。","15. (1)$\angle ADC=45^\circ$

(2)$\sqrt{3}+2$

【分析】（1）在$\triangle ABC$中，利用余弦定理可得$AC=\sqrt{6}$，由等腰三角形可得$\angle BCA=30^\circ$，然后在$\triangle ADC$中利用正弦定理即可求解；

（2）利用勾股定理求得$BD=2\sqrt{2}$，然后四边形面积分成$S_{\triangle BCD}+S_{\triangle ABD}$即可求解.

【详解】（1）在$\triangle ABC$中，$AB=BC=\sqrt{2}$，$\theta=120^\circ$，所以$\angle BCA=30^\circ$，

由余弦定理可得，$AC^2=(\sqrt{2})^2+(\sqrt{2})^2-2\times\sqrt{2}\times\sqrt{2}\times(-\frac{1}{2})=6$，即$AC=\sqrt{6}$，

又$BC\perp CD$，所以$\angle ACD=60^\circ$，

在$\triangle ADC$中，由正弦定理可得$\frac{3}{\sin 60^\circ}=\frac{\sqrt{6}}{\sin\angle ADC}$，得$\sin\angle ADC=\frac{\sqrt{2}}{2}$，

因为$AC<AD$，所以$0^\circ<\angle ADC<60^\circ$，所以$\angle ADC=45^\circ$.

（2）在$Rt\triangle BCD$中，$BC=\sqrt{2},CD=\sqrt{6}$，所以$BD=2\sqrt{2}$，

所以，四边形$ABCD$的面积$S=S_{\triangle BCD}+S_{\triangle ABD}=\frac{1}{2}\times\sqrt{2}\times\sqrt{6}+\frac{1}{2}\times\sqrt{2}\times2\sqrt{2}\sin\angle ABD$

$=\sqrt{3}+2\sin\angle ABD$，

当$\angle ABD=90^\circ$时，$S_{\max}=\sqrt{3}+2$，即四边形$ABCD$面积的最大值为$\sqrt{3}+2$.",,,,,,,,,,,几何与代数,解三角形
20240529-0315-024e-6c33-50e02f788585_%e4%ba%8c.17,"17. （本题15分）已知函数$f(x)=\mathrm{e}^{x}-\ln x+x^{2}-ax(a\in \mathbf{R})$。

（1）当$a=0$时，求函数$f(x)$在$x=1$处的切线方程；

（2）若函数至多一个零点，求$a$的取值范围。","17、（1）$y=(\mathrm{e}+1)x$ \quad ………………（6分）

（2）易知函数定义域为$(0,+\infty)$

由$f(x)=\mathrm{e}^x - \ln x + x^2 - ax = 0$知$a=\frac{\mathrm{e}^x}{x} - \frac{\ln x}{x} + x$………………（8分）

令$g(x)=\frac{\mathrm{e}^x}{x} - \frac{\ln x}{x} + x$，$\because g'(x)=\frac{(x-1)\mathrm{e}^x}{x^2} - \frac{1-\ln x}{x^2} + 1 = \frac{(x-1)\mathrm{e}^x + \ln x + x^2 - 1}{x^2}$………………（10分）

令$h(x)=(x-1)\mathrm{e}^x + \ln x + x^2 - 1$，$h'(x)=x\mathrm{e}^x + \frac{1}{x} + 2x \ge 0$

$\therefore h(x)$单增，又$\because h(1)=0$

$\therefore g(x)$在$(0,1)$单调递减，在$(1,+\infty)$单调递增………………（13分）

又$\because x\to 0$时$g(x)\to +\infty$，$\therefore x\to +\infty$时$g(x)\to +\infty$

$\therefore a\in (-\infty,\mathrm{e}+1]$………………（15分）",,,,,,,,,,,函数,一元函数导数及其应用
20250919-0513-32c0-d6b9-b851f6035002_%e4%b8%80.18,"18. 已知定义在$(0,+\infty)$上的函数$f(x)$满足对任意的$x$，$y\in(0,+\infty)$，$f(xy)=f(x)+f(y)$恒成立.当$x>1$时，$f(x)>0$，且$f(9)=8$.

(1)求$f(3)$的值；

(2)判断$f(x)$的单调性并证明；

(3)求不等式$f(x^2-2x)-f(2-x)<4$的解集.","【详解】（1）对任意的$x$，$y\in(0,+\infty)$，$f(xy)=f(x)+f(y)$成立，
取$x=y=3$，则$f(3\times 3)=f(3)+f(3)$，即$f(9)=2f(3)$，而$f(9)=8$，
所以$f(3)=4$。

（2）函数$f(x)$在$(0,+\infty)$上单调递增。证明如下：
设$x_1>x_2>0$，则$\frac{x_1}{x_2}>1$，由当$x>1$时，$f(x)>0$，得$f(\frac{x_1}{x_2})>0$，
于是$f(x_1)=f(x_2\cdot \frac{x_1}{x_2})=f(x_2)+f(\frac{x_1}{x_2})>f(x_2)$，
所以函数$f(x)$在$(0,+\infty)$上单调递增。

（3）由（1）知$f(3)=4$，则$f(x^2-2x)-f(2-x)<4 \iff f(x^2-2x)<f(2-x)+f(3)$
$\iff f(x^2-2x)<f(6-3x)$，由（2）知$f(x)$在$(0,+\infty)$上单调递增，
因此$0<x^2-2x<6-3x$，解得$-3<x<0$，
所以不等式$f(x^2-2x)-f(2-x)<4$的解集是$(-3,0)$。",,,,,,,,,,,函数,函数概念与性质
20250903-1336-5488-d68d-1fe9c9911732_17,"17.（15分）

已知$\triangle ABC$中，内角$A,B,C$的对边分别为$a,b,c$，$A=\frac{\pi}{4}$，$a=\sqrt{2}$。

（1）若$b=\sqrt{3}$，求$C$；

（2）若$\cos B\cos C=\frac{\sqrt{2}}{6}$，求$\triangle ABC$的面积。","17.（15分）

解：（1）由正弦定理，$\sin B = \frac{b}{a}\sin A = \frac{\sqrt{3}}{2}$。

因为$0 < B < \pi$，所以$B = \frac{\pi}{3}$或$\frac{2\pi}{3}$。

当$B = \frac{\pi}{3}$时，$C = \frac{7\pi}{12}$；当$B = \frac{2\pi}{3}$时，$C = \frac{\pi}{12}$。

所以$C = \frac{7\pi}{12}$或$C = \frac{\pi}{12}$。
\hfill ……6分

（2）由题意$B + C = \frac{3\pi}{4}$，所以$\cos(B + C) = -\frac{\sqrt{2}}{2}$

因为$\cos(B + C) = \cos B \cos C - \sin B \sin C$，$\cos B \cos C = -\frac{\sqrt{2}}{6}$，

所以$\sin B \sin C = \frac{\sqrt{2}}{3}$，
\hfill ……10分

又由正弦定理$\frac{a}{\sin A} = \frac{b}{\sin B} = \frac{c}{\sin C}$，$b = \frac{a\sin B}{\sin A}, c = \frac{a\sin C}{\sin A}$，

从而$\triangle ABC$的面积$S = \frac{1}{2}bc\sin A = \frac{1}{2}\frac{a^2 \sin B \sin C}{\sin A} = \frac{2}{3}$。
\hfill ……15分",,,,,,,,,,,几何与代数,解三角形
20240530-0534-44f4-2dcf-0bc7d2998193_19,"19.（17分）

已知双曲线$C:\frac{x^2}{a^2}-\frac{y^2}{b^2}=1(a>0,b>0)$经过点$(2\sqrt{3},\sqrt{10})$，点$(0,3)$到其一条渐近线的距离为2.

(1)求$C$的方程；

(2)设$C$的左、右顶点分别为$A,B$，直线$x=1$上有一点$Q$，直线$QA,QB$分别与$C$交于点$M,N$（异于$A,B$），当点$D(0,4)$到直线$MN$的距离最大时，求$\triangle DMN$的面积.","19. 解析：(1) $C$ 的渐近线方程为 $bx\pm ay=0$，$\therefore$ 由已知得 $2=\frac{3a}{\sqrt{a^2+b^2}},\frac{12}{a^2}-\frac{10}{b^2}=1$，联立解得 $a^2=4,b^2=5$。

$\therefore C$ 的方程为 $\frac{x^2}{4}-\frac{y^2}{5}=1$。(4分)

(2) 由(1)知 $A(-2,0),B(2,0)$，设 $Q(1,y_0)$，$MN$ 的方程为：$ty=x+m$，$M(x_1,y_1),N(x_2,y_2)$，
将 $MN$ 方程代入 $C$ 方程整理得 $(5t^2-4)y^2-10tmy+5m^2-20=0$，

$\therefore y_1+y_2=\frac{10tm}{5t^2-4},y_1y_2=\frac{5m^2-20}{5t^2-4}$，(6分)

$\therefore 2ty_1y_2=\frac{m^2-4}{m}(y_1+y_2)(*)$。(7分)

$\because Q,A,M$ 三点共线，$\therefore \frac{y_0}{3}=\frac{y_1}{x_1+2}$，

$\because Q,B,N$ 三点共线，$\therefore -y_0=\frac{y_2}{x_2-2}$，(9分)

$\therefore \frac{3y_1}{x_1+2}=-\frac{y_2}{x_2-2}$，即 $3y_1(x_2-2)=-y_2(x_1+2)$，即 $3y_1(ty_2-m-2)+y_2(ty_1-m+2)=0$，即 $4ty_1y_2-3(m+2)y_1-(m-2)y_2=0$，(11分)

代入$(*)$式得 $2(m^2-4)y_1-3m(m+2)y_1+2(m^2-4)y_2-m(m-2)y_2=0$，

$\therefore (m+2)y_1[2(m-2)-3m]+(m-2)y_2[2(m+2)-m]=0$，即 $(m+4)[(m-2)y_2-(m+2)y_1]=0$，

$\therefore m=-4$，直线 $MN$ 恒过点 $P(4,0)$，(14分)

$\therefore$ 点 $D(0,4)$ 到直线 $MN$ 距离最大即为 $DP=4\sqrt{2}$，此时 $t=1,m=-4$，(15分)

$\therefore y_1+y_2=-40,y_1y_2=60,|MN|=\sqrt{2}\times\sqrt{40^2-4\times60}=4\sqrt{170}$，

$\therefore \triangle DMN$ 的面积 $S=16\sqrt{85}$。(17分)",,,,,,,,,,,几何与代数,圆锥曲线与方程
